,0
910,"RT @arrowfoil: No, he won't.

Partly because he's using the threat to coerce Western compliance, NOT to give away his true intention 

(Bef…"
911,RT @SamRamani2: Putin's chief negotiator Vladimir Medinsky and foreign intelligence chief Sergei Naryshkin just made fiery speeches to rall…
912,"RT @SamRamani2: Zelensky urged Hungary not to block Ukraine’s EU membership: 

“Listen, Viktor, do you know what is happening in Mariupol?…"
913,RT @CNN: “Ukraine really badly needs the air defense.” - President Zelensky’s chief diplomatic adviser Ihor Zhovkva discusses Ukraine’s nee…
914,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
915,"RT @JenniferJJacobs: Putin’s foreign minister, Sergei Lavrov, lashed out today, accusing the West of waging “a total war” through sanctions…"
916,RT @ForeignPolicy: The world’s unity against Russia’s invasion of Ukraine is admirable. Ethiopia’s aggression in Tigray deserves the same c…
917,"‣ The US will accept up to 100,000 Ukrainians fleeing Russia’s invasion.

‣ Putin plans to attend G-20 summit despi… https://t.co/0PQcgLQSgT"
918,RT @CyberProtectUK: ⚠️ @actionfrauduk has received 196 reports about FAKE emails purporting to raise money for those affected by the crisis…
919,"Biden visiting Poland, a complex ally sitting at Ukraine's doorstep https://t.co/HGgvsQt2kZ"
920,"RT @RichardGrenell: You told us Hunter Biden’s laptop was Russian disinformation 3 weeks before the election. 

The laptop proves Biden fam…"
921,"RT @india_narrative: India has to take a position on Russia's invasion of Ukraine not as a democracy but based on its national interest, ju…"
922,"RT @DanielGerritsen: Evacuated residents of Mariupol report how Russian soldiers save people.
Ukrainian militants shoot small children. We…"
923,"RT @nexta_tv: As part of the sanctions due to the war in #Ukraine,the yachts of #Russian oligarchs were confiscated for a total amount of m…"
924,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
925,"@classylego you have a ukraine flag and your saying abolish nato

BRUUUUUUUUUUUUUUUUUH 

are you high or something?"
926,Preparing for the Unthinkable in Ukraine https://t.co/Y7wDuHoJg1 #actualités #feedly
927,"RT @RAZ0RFIST: Tell you what.
I will expend exactly as much energy in defense of Ukraine as the entire world did in defense of Hong Kong."
928,RT @Sputnik_Not: LEGO releases set recreating famous Ukraine war scene https://t.co/ZYJvLJgvYL
929,The invasion has driven more than 10 million people from their homes – almost a quarter of Ukraine’s population – a… https://t.co/sLju13bB8e
930,Thank you all for help and support for Ukraine! Stronger together! 🇺🇦🇬🇧🙌 https://t.co/TFtskWWUGN
931,"@uawarinfo Apparently, the Russians want to end the ""special military operation"" in Ukraine by 09/05/2022. Action must be accelerated."
932,Coming from a man who’s actually trying to cancel Ukraine… https://t.co/0NHGJ4KH2m
933,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
934,"RT @RCSLA1: 🇺🇦Embroidery Moks Ukraine @Etsy Large Designer Ukrainian Sunflower Embroidered Patch https://t.co/VUwmiWKe0r #EtsyShop #Etsy 
🌻…"
935,"Good 

Germany making progress cutting Russian oil amid invasion of Ukraine - National | https://t.co/gZfRsHAS9s https://t.co/zWxuxLFXX3"
936,RT @KevinRothrock: Wow. Krasnodar lawyer Mikhail Benyash is representing 12 local National Guardsmen who refused orders to march into Ukrai…
937,"With three more weeks of data, we're revisiting the question of the role of airpower in the Russian invasion
https://t.co/ciXCQBVYSY"
938,"@JudithWallon @dcbakerstudios @LordAslanThe2nd @ThisIsKyleR Judith, you’re uneducated. His family don’t live in Ukr… https://t.co/7CMKUnuKt9"
939,"@_miniszterelnok 🆘In the memory of Holocaust victims you have a monument ""Shoes on the Danube bank"" and u guysknow… https://t.co/J0TigYNWgX"
940,Our era of city governments having a foreign policy is about to hit a point where Ukraine and Armenia are both hot… https://t.co/euL6AzowoM
941,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
942,RT @business: India and China discussed Russia’s war in Ukraine and their own border standoff during an unannounced visit by Chinese Foreig…
943,"Regarding your recent article re inflation.
Before you decide to fully commit to repeating Joe Biden's disinformati… https://t.co/4nlfHkw9Eh"
944,"Russia-Ukraine war military dispatch: March 10, 2022 - Al Jazeera English

https://t.co/yBNrLJsoHZ

#UkraineNews… https://t.co/PjLiwtDaGz"
945,@DUkraine2022 @AucubaSolutions @pritipatel @UKinUkraine @UKinUSA @UKinFrance @UKinItaly @UKinGermany @UKinCanada… https://t.co/OepXGzhjPW
946,"RT @RobbieGramer: In the first days of the conflict, Western defense officials predicted Kyiv could fall in a matter of days

Now, a month…"
947,"RT @AnastasKilevaya: I also want to remind you that I have a collection dedicated to the war in Ukraine! 🇺🇦😔

So far, there are only 2 work…"
948,RT @JessicaJerreat: 'This terrible attack by Russia on the sovereign state of Ukraine has already taken its toll on the lives of several me…
949,"@bogdanovskiA In 2013 there have been three delegates from Ukraine (interestingly tagged with ""Russian Orthodox Chu… https://t.co/RwGX47xDFX"
950,"RT @FreweyniBekele5: Starvation is being used as a weapon of war on millions of Tigrayans by the Ethiopian govt. Yet, the int'l community f…"
951,"RT @fixitshow: Putin’s invasion of Ukraine ""certainly provides the moral clarity that tells us to get off fossil fuels now,"" climate econom…"
952,"RT @UN_HRC: #HRC49 | The @UN🇺🇳 Human Rights Council adopted a resolution calling for the ""swift and verifiable"" withdrawal of #Russian🇷🇺 tr…"
953,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
954,"@willsarmiento @UKRAINE__WAR Various reasons, mostly Russian degenerates marking Streets building and other points for Russian artilery."
955,"RT @MarciaHyatt6: It's Day 30.
The sun rose and Kyiv still stands.
A month ago at 4:45 am Putin attacked Ukraine.
Putin grossly underestima…"
956,"A Nomad in Ukraine  #DigitalNomad #DigitalNomadLifestyle #RemoteWork #DigitalNomads [Video]

https://t.co/4dfm6rsvPW"
957,"RT @FridaGhitis: A few days after attacking Ukraine, a Russian state-run news outlet accidentally published a prepared article declaring vi…"
958,"@ukraine_world putin did mistake and ukranians dying , 10 m left houses"
959,"RT @visegrad24: Russia has taken hundreds of thousands of civilians from Ukraine to Russia, where some may be used as ""hostages"" to pressur…"
960,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
961,RT @IAPonomarenko: 80% of the Irpin urban territory has been taken back by Ukraine 🇺🇦
962,"Fake financial experts：There are no Nazis in Ukraine，Glory to Ukraine.

Real financial experts：Buy roubles early an… https://t.co/RFx6tOcPIh"
963,RT @nigethugrug: @ChrisLee240 @heather_venter @emmanuelmacron &amp; @olafscholz strategy = Finlandise #Ukraine &amp; @ukcivilservice tried to align…
964,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
965,RT @KhersonFrom: #ukraine's soldiers are sleeping inside a kindergarten 😠 https://t.co/Tw1IqP3lOa
966,STOP WAR Tshirt - Ukraine Anti War Protest Freedom Charity Support https://t.co/2woTpseoEe with 15% discount code:… https://t.co/BTznQNtn8z
967,"RT @MrKovalenko: [2] UPDATE - As a result of Ukrainian strike on the command post of 49th Russian Army on the south of #Ukraine, at least o…"
968,"RT @richimedhurst: They deleted it but I kept a screenshot.

The Ukrainian government actually posted this picture, acting like Ukraine has…"
969,"RT @AnonOpsSE: ""Ukraine was beautiful.  But now it will be great, because this is our nation.  Great Ukraine.  Great recovery project.  For…"
970,"RT @TomthunkitsMind: People in Kharkov decided to spend the night in the subway
#ukraine 
https://t.co/fNWbrkmO6w 04"
971,RT @ForeignPolicy: The world’s unity against Russia’s invasion of Ukraine is admirable. Ethiopia’s aggression in Tigray deserves the same c…
972,"RT @caitoz: ""So you think Ukraine should just GIVE Putin the Donbas and Crimea and neutrality, to end a war Putin started??""

No I think Uk…"
973,"RT @AngryLevantine: I reject the notion that Ashkenazi, Sephardi, etc are ethnicities. 

These are diaspora terms. 

The fact that my famil…"
974,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
975,RT @ABC: Ukraine has accused Russia of forcibly relocating hundreds of thousands of civilians to Russia from devastated Ukrainian cities. h…
976,RT @ForeignPolicy: The world’s unity against Russia’s invasion of Ukraine is admirable. Ethiopia’s aggression in Tigray deserves the same c…
977,"While all eyes are focused on Russia &amp; Ukraine, the int’l community must also remember Tigray, where 500,000 of the… https://t.co/coLByaJ2Nl"
978,"@mumair I do listen to some podcasts but mostly health related not political. The bias, propaganda and tech censors… https://t.co/ekNdZwf3cS"
979,"RT @strategywoman: 1:59 pm in #Ukraine 

You want to know about Ukrainian society &amp; culture. 

So I have a perfect recommendation. @ukraine…"
980,"RT @ThePlumLineGS: @TimothyDSnyder Key point: 

Jan. 6 and rising right wing populism may have persuaded Putin that liberal democracy is on…"
981,RT @AJEnglish: It has been one month since Russia invaded Ukraine on February 24. Here’s what has happened so far 👇 https://t.co/tyWoo8OmTo
982,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
983,"RT @FreweyniBekele5: Starvation is being used as a weapon of war on millions of Tigrayans by the Ethiopian govt. Yet, the int'l community f…"
984,RT @andersostlund: It just struck me that the Ukraine I lived in for twelve years will never come back. It's gone forever. After victory th…
985,"""Whether they are entering Poland from Ukraine or Belarus, they are our responsibility, and we need to take care of… https://t.co/nYMv4jhJBm"
986,RT @CNN: Many Russians are in the dark when it comes to Putin’s aggression in Ukraine thanks to a digital iron curtain blocking the realiti…
987,"RT @FortniteGame: As of today, we’ve raised $50 million USD together in humanitarian relief funds to support people affected by the war in…"
988,"RT @spriter99880: Russia’s Federal Security Service (FSB) has detained a Ukrainian spy nicknamed Malysh (""Baby"" in English) who was attempt…"
989,"RT @McFaul: ""Ukrainians will ultimately defeat Vladimir Putin’s army. Ukraine will be sovereign and free once again. Only two questions are…"
990,"RT @UAWeapons: #Ukraine: Claimed video of a Ukrainian ATGM striking a Russian vehicle somewhere in the South. Unfortunately, ID is very dif…"
991,"RT @realchasegeiser: Nobody did shit for Hong Kong, but the whole world is rallying for Ukraine. Why?"
992,"RT @WilliamMcNulty: .@united I’m on flight 953 to deliver medical supplies to Ukraine. I was charged $1,100 in extra bag charges for tourni…"
993,"RT @DefenceU: 💬@ZelenskyyUa:
Ukraine was beautiful. But now it will be great, because of our people. Glorious Ukraine. Great project for re…"
994,RT @UAWeapons: #Ukraine: One of the most powerful artillery guns of the Ukrainian army - 2S7 Pion 203mm self-propelled howitzer - was captu…
995,"@dtimes17 😷/ What price do we need to pay to contain #Trump's Master?
#Churchill said of Chamberlain: “You chose di… https://t.co/csR82I0VFS"
996,"@Mswahili_ke Huko hakunanga wamama,people there are reasonably educated and they always mind about chasing dreams,… https://t.co/nOMsUv1uAE"
997,Make the World Cup 33 teams. A group of five. Ukraine through. Wales play Scotland in play off final 👍 https://t.co/hoODtKu9fG
998,"RT @neoggumdol: @KyivIndependent ""About 1,300 were believed to have been sheltering the building, with just 150 survivors ...""
""I want to b…"
999,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
