,0
457,RT @BlueLoveSummer: @ArmandEditor @AvenattiMary @heidilwarren @FusuAna @LongIslander520 @abastello2 @Simply_Alessio @PrezLives2022 @lismtal…
458,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
459,RT @saver_ag: Red Cross crimes obviously didn't start from Ukraine. But they can end here. We can hold them accountable
460,"@LindseyGrahamSC Lady Graham, 

Let's face facts: 

Tiny, you know, the guy you caddy for at Mara Lago, gave Putin… https://t.co/dBzL8ETYl6"
461,"RT @CNN: Why Ukrainian officials are collecting the dead bodies of Russian soldiers. 

@IvanCNN goes to a gravesite and makeshift morgue in…"
462,Russia invades Ukraine bc he’s mad at the libs. 1KYAE moment https://t.co/7W6JZhuVSL
463,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
464,"RT @kylegriffin1: The World Trade Organization has denied Belarus' application to become a member, citing the county's involvement in Russi…"
465,RT @politicalHEDGE: Kazakh oil woes another headache for top Western producers amid Ukraine war https://t.co/tRtyK5miDW
466,RT @HANADA_asuka: Japan's near future revealed by the Ukraine crisis - the nightmare of a concentrated attack on the Senkaku Islands｜Tetsuh…
467,"RT @LindseyGrahamSC: As Ukraine burns, President Biden is talking about Charlottesville and domestic politics. Very sad."
468,"RT @BonJovi: This is for the ones who stood their ground... 
Odessa, Ukraine. #SlavaUkraini 🇺🇦 https://t.co/N9iT2EoeH7"
469,RT @lesiavasylenko: Unity Love Freedom. Three key words that make Ukraine strong every morning and every second of the day #StandWithUkrain…
470,"RT @JasminMuj: There were never any “Russian-backed separatists” in Ukraine. There were only Russian occupation forces, who have maintained…"
471,"RT @richimedhurst: They deleted it but I kept a screenshot.

The Ukrainian government actually posted this picture, acting like Ukraine has…"
472,"RT @Xenta777: Friends, please meet Stepan-famous cat from Kharkiv
He has 1.2mln of followers in Instagram
Stepan raises donations to help a…"
473,"If Russia is so bad at fighting Ukraine, I can only imagine how bad China's military could be in a war. The trainin… https://t.co/U2iDP7ngua"
474,"RT @nexta_tv: The terrorist Girkin-Strelkov, openly declared the failure of the ""special military operation"" in #Ukraine https://t.co/8RbwC…"
475,RT @10DowningStreet: “The message that President Putin can take from today’s extraordinary meeting of NATO and the G7 is this: Ukraine is n…
476,RT @BuonApps: We're raffling a giant 2kg Italian Easter Egg to help support the people of Ukraine. Want in? Then go here: https://t.co/MNej…
477,"RT @KyivIndependent: ⚡️Biden: Ukraine should be able to attend G20 meetings if efforts to remove Russia unsuccessful. 

After meeting with…"
478,"300 people were killed in Russian airstrike on Mariupol theater, Ukrainian authorities say
https://t.co/MGtsY6BkLC"
479,"RT @UN_News_Centre: URGENT ❗️
The General Assembly adopted a resolution that calls out Russia's assault on #Ukraine for creating a dire hum…"
480,RT @Dollarlogic: The U.S. is ramping up shipments of liquefied natural gas to Europe to phase out its reliance on Russian gas after the inv…
481,"@adamgurri @neontaster Why is destabilization *better* for invading Ukraine? Makes US rash, impulsive. Throws power… https://t.co/LihqDgEqqb"
482,"RT @davetroy: @sforza_victor That’s false; he fears ending up like Qaddafi, a fact that’s well-documented.

https://t.co/VdLlbe8aM7"
483,"RT @AJEnglish: Russian author Boris Akunin speaks to Al Jazeera on the war, the cancellation of Russian culture and a post-Putin future htt…"
484,"RT @nexta_tv: The terrorist Girkin-Strelkov, openly declared the failure of the ""special military operation"" in #Ukraine https://t.co/8RbwC…"
485,"RT @RichardHaass: Struck by the juxtaposition today of 2 stories: all we are doing to defend freedom in Ukraine, &amp; the Ginni Thomas-Mark Me…"
486,RT @GebremeskelGeb: Sweden is busy sending weapons to #Ukraine which is facing #RussianInvasionOfUkraine. Helping a country that has been i…
487,RT @RCSLA1: Embroidery Moks Etsy Shop Kyiv @Etsy Ukrainian Designer Ornament Machine Embroidery Design Pattern🦋Instant Digital Download htt…
488,@Xenta777 Praying for you and the kitties every day and night - prayers up for all of Ukraine!❤️🙏💙🌻🇺🇦💪 https://t.co/IKdVuxM2lg
489,"Today,Pope Francis will ask the Mother of Jesus to intercede in bringing about Peace and Justice for the nation of… https://t.co/4iUTXqQrfv"
490,RT @ProjectLincoln: Donald Trump set up Ukraine to make it more vulnerable to a Putin attack. @TheRickWilson explains on CBS News last nigh…
491,"RT @DefenceU: 💬@ZelenskyyUa:
Ukraine was beautiful. But now it will be great, because of our people. Glorious Ukraine. Great project for re…"
492,"RT @EnglerYves: With exception of weapons donated to French forces suppressing Algerian independence movement, I doubt Ottawa has ever give…"
493,RT @POTUS: It was an honor to meet with European Commission President von der Leyen this morning. We are united in our condemnation of Russ…
494,"RT @EuromaidanPR: And again the losses of #Russian occupiers. This time - Lieutenant General Yakov Rezantsev, commander of the 49th General…"
495,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
496,"Please help support Ukraine, add a #Twibbon now! https://t.co/GC92W4T6Yi"
497,"@CNN This seems unlikely given Russia's poor performance in Ukraine, but if war does occur in Poland you can bet th… https://t.co/iQlgYyv8cs"
498,"RT @NATOpress: SG @jensstoltenberg addressed Putin’s brutal and unprovoked war on #Ukraine with #G7 leaders at #NATO HQ, where he stressed…"
499,RT @spriter99880: Peskov: Russia will seek explanations for Biden's son's involvement in biological laboratories in Ukraine
500,RT @Acosta: ICYMI: My thoughts on Putin’s invasion of Ukraine… The Ukrainian people have lit a spark that is uniting the world against tyra…
501,"RT @adamscrabble: The guy is a clown, i had already blocked him. And just found out he went to the safest possible spots in Ukraine to take…"
502,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
503,"RT @ragipsoylu: Erdogan says US suggestion to deploy S-400s in Ukraine would only 'stir trouble'

•  Erdogan says Washington is looking for…"
504,"RT @adamgurri: A Timothy Snyder interview from @ThePlumLineGS https://t.co/CvBLNl6aFp What if I told you it was the January 6, ""Stop the St…"
505,"RT @SkyNews: Had sanctions been imposed earlier then Russia would not have invaded Ukraine, says President Volodymyr Zelenskyy.

Latest on…"
506,"RT @Mike_Fabricant: If you read foreign newspapers or watch their tv, you see how the #UK is regarded: the major supplier of arms and milit…"
507,@DefenceU @ZelenskyyUa Glorious Ukraine🇺🇦🙏🇺🇦
508,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
509,@RTUKnews India was part of the British Empire much like Ukraine was part of the Russian Empire. The difference is… https://t.co/rstvEEo6os
510,"@_miniszterelnok 🛑In the memory of Holocaust victims you have a monument ""Shoes on the Danube bank"" and u guysknow… https://t.co/AisSvRpnZv"
511,RT @Andy_Scollick: Zelenskyy is right: #Ireland is great at welcoming refugees from #Ukraine. But when it comes to helping Ukrainians defen…
512,"RT @AnonOpsSE: ""Ukraine was beautiful.  But now it will be great, because this is our nation.  Great Ukraine.  Great recovery project.  For…"
513,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
514,"RT @buddy_dek: Maj. Gen. Yevgeny Ilyin called the situation in Ukraine ""tragic,"" adding: ""I am very depressed over it"" before leaving a mee…"
515,"RT @NewsraelApp: SHOCKING VIDEO REPORT: 'Russia May Use Tactical Nuclear Weapons On Ukraine'!

https://t.co/WplNBUDbvQ"
516,"RT @BlackSky_Inc: $BKSY Ukrainian nuclear power plants are critical infrastructure, responsible for roughly 50% of the country's power. Rus…"
517,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
518,"RT @KyivIndependent: ⚡️Zelensky to NATO: Don't say Ukraine's army doesn't meet Alliance's standards.

In a virtual address to NATO, Preside…"
519,RT @NatashaBertrand: Sad news this morning: The Mariupol city council says it now believes about 300 people died in the Russian attack on M…
520,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
521,"@WhiteHouse @RepMGS Dear Debbie, please contact Biden for financial support of the Armed Forces and Air Defense of… https://t.co/Nnm9fstDZJ"
522,"@BrotherTangshan @Reuters No one wonders what the capital outflow from the markets is in Europe now, Ukraine has bl… https://t.co/l7FIh9Zu3n"
523,"RT @JoeBiden: NATO has never been more united than it is today. 

Putin is getting exactly the opposite of what he intended to have as a co…"
524,"RT @shashj: “Officials said 15,000 residents of the encircled city of Mariupol had been deported so far after being told by the soldiers th…"
525,RT @GalinaAksakova: On the ruins of Kharkiv #Ukraine young man is playing moving song. These song are known to every Ukrainian citizen - “M…
526,RT @KevorkAlmassian: 🟥Obama Aug. 2012: we would respond if Assad uses chemical weapons ➡️ 21 August 2013: chemical attack happens near Dama…
527,RT @XHNews: The United States should give a convincing account of its biological military activities in Ukraine and around the world as soo…
528,@Haydenfreedom @senfhelm @_Zaharis @spectatorindex You can always go to Ukraine as volunteer
529,"RT @JoeBiden: NATO has never been more united than it is today. 

Putin is getting exactly the opposite of what he intended to have as a co…"
530,"We now have military celebrities posting viral videos from the front lines. We live in very interesting times. 

Th… https://t.co/1WTw88nZMp"
531,"#freedommustbearmed is the kind of phrase I would have associated with Waco, but Ukraine is making a compelling cas… https://t.co/TMGlFQZVId"
532,RT @DCBMEP: What a dirty trick it was to edit this to try and make Boris look isolated. Rather sick to do this in middle of a real crisis o…
533,"RT @TheEconomist: “If Vladimir Putin wants to recreate the Soviet Union, he’s doing a great job of it in Russia...the stock market’s been c…"
534,"RT @ignaziocassis: Volodymyr @ZelenskyyUa,
 
We are impressed by your willpower.
 
We see how #Ukraine defends the fundamental values of th…"
535,RT @Numa11640134: #Russian citizens fighting over sugar. Are the sanctions working already? We should focus on convincing other European co…
536,RT @CestMoiz: I would like to say that the credit for this statement that is floating around on WA and Twitter goes to me and my Ukraine th…
537,"RT @RNCResearch: Today Biden again said that sanctions would not “deter” Putin from invading Ukraine. 
 
His administration said the EXACT…"
538,RT @bill_stratton: Huge respect for President Andrzej Duda and the Polish people for two things: taking in over 2 million Ukrainian refugee…
539,RT @MASHAVisrael: Over one ton of food items were delivered on behalf of @MASHAVisrael to a local NGO working with Ukrainian refugees on th…
540,RT @ArielElyseGold: Russia is invading Ukraine to root out Nazis like Israel is occupying the West Bank and Gaza to defeat terrorism.
541,RT @RALee85: Lieutenant Elvin Mamedov was a reconnaissance platoon commander in the VDV's 217th Airborne Regiment. He was killed in Ukraine…
542,"You can explore more of our trusted resources here: https://t.co/uAfcMiw4ll

#Ukraineresponse #Ukraineresources

🧵4… https://t.co/JRckDKo68d"
543,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
544,"RT @OstapYarysh: Kharkiv, #Ukraine. Spring 2022. This video gives me goosebumps. The man is playing “My dear mother”, a song that every Ukr…"
545,"RT @LorenaDyson: @raam_beart @cnnsuxx @VeraVanHorne Putin asked for peace keepers and the UN ignored it. 

I've not had time to read all th…"
546,RT @michaeldweiss: Becoming increasingly apparently Putin chose to invade Ukraine when he could have just gone on Substack. https://t.co/tt…
547,RT @BulelaniMfaco: African/Middle Eastern/Asian child waiting months in hotel for Irish State to issue documents so they can find school &amp;…
548,"RT @michaelsheen: Because nothing matters. Nothing at all. Except himself. Everything, everyone a commodity - the young, the old, Ukraine’s…"
549,RT @DmytroKuleba: Spoke with my Italian counterpart and friend @luigidimaio. We both share the urgency of elevating sanctions pressure on R…
550,RT @BBCRosAtkins: You’ll have seen the multiple false claims that Putin and his supporters are making about ‘Nazis’ in Ukraine. We’ve looke…
551,"RT @MoscowTimes: Last train to Helsinki as Finland suspends rail services between Finland and Russia 
https://t.co/hg7dGzKbuz"
552,"@MStanishevska @ng_ukraine Thanks. That was the automatic translation too, I just didn't know what it was. Should have Googled it 😉"
553,RT @RealScottRitter: More Russian propaganda for your enjoyment… https://t.co/pwzQGtyloC
554,"RT @ipacglobal: British, Lithuanian MPs: Defending Ukraine is defending Taiwan | CNA News

#IPAC 🇱🇹🇬🇧members @DSakaliene @ZygisPavilionis @…"
555,"@ukraine_world It's still early spring , they're waiting for the flowers to bloom; the sunflowers."
556,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
557,"@c_groetzinger Regards to kleptomaniacs, Ukraine isn't better. An oligarch made the president and oligarchs rule.… https://t.co/PA8wKLWSuD"
558,"RT @KpsZSU: On March 13, 2022, Major Stepan Tarabalka died heroically during an air battle with the dominant forces of the russian invaders…"
559,"RT @SinghLions: 🇺🇦 SIKHS FOR UKRAINE 🇺🇦

My wife @HarkiratKukreja and children joined me in showing support for #Ukraine ! 

“There's no ho…"
560,I am so ashamed we have left the Ukraine's out to dry. Everyone should feel that way.
561,@saintant @Aerinflux @MctoshiW @maryman31794828 @TheGuySwann Just a quick sear h for some light reading for you. So… https://t.co/1RT3MEaqpC
562,RT @InfoGeek17: A Ukrainian Solider Giving Medical Aid To A Injured Russian Solider #Ukraine #UkraineWar https://t.co/HHEvCzXQET
563,"RT @wimgrommen: @WSJ Best advice to solve the Russia-Ukraine Conflict was given by professor John J. Mearsheimer

Politics didn't listen to…"
564,RT @ruthferrisprice: @TeleFootball @jimw1 England have already secured a place. They could therefore stand aside NOW for Ukraine. Does that…
565,RT @seanhannity: Biden Snaps At Reporter Who Points Out Sanctions Didn’t Stop Ukraine Invasion https://t.co/v9octejeAN
566,RT @ForeignPolicy: The world’s unity against Russia’s invasion of Ukraine is admirable. Ethiopia’s aggression in Tigray deserves the same c…
567,RT @KyivIndependent: ⚡️General Staff of Ukraine's Armed Forces: Some Russian units retreat towards Slobozhanksy after losing 50% of personn…
568,"RT @EUAgri: New EU actions for #FoodSecurity following Russia's invasion of Ukraine.

While food security is not at risk in the EU, these m…"
569,#Ukraine could well mark the end of one great episode in human history. It could also be the time that the free wor… https://t.co/Z96BIxRlIC
570,"💰Donate to the Emergency #fund for #students from #Ukraine and #Russia: https://t.co/mNjNS3BRGx

- an initiative from @UniLeiden 

🧵2/4"
571,"RT @EuromaidanPress: Ukrainian women on their way to war. 
This is the reality of so many mothers, daughters, sisters in today's war-ravage…"
572,"RT @joannacanara: guys! 🚨

#photezforukraine is a collection by 55 photographers, costing 1 tez each, 100% goes to ukraine🇺🇦

just because…"
573,"RT @BrexitBassist: Interesting.
I spoke to Polish and Hungarian builders today having their lunch.
All said that Zelensky has caused nothin…"
574,@AJEnglish What the opposition said is the truth America and Europe have made the land of Ukraine a fire for the Uk… https://t.co/fiQQOZDOqo
575,"RT @bom_ding: Lord Frost is right, as usual, to hold gov to account on issue of NI protocol. If we can support the people of Ukraine, a for…"
576,But like worse than the Dictatorship that is waging a war on Ukraine and targeting and killing innocent civilians?… https://t.co/Eqbwb21VgQ
577,"RT @kylegriffin1: Ukraine's navy says it has destroyed Russia's large landing ship Orsk, near the port city of Berdyansk."
578,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
579,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
580,"@Lachmusstest @SamRamani2 They do exist in Ukraine and they have been there for long time, killing people just for… https://t.co/IwBdoa6d9p"
581,"RT @rahmstorf: If the Kremlin says that the Ukraine 🇺🇦 invasion is going exactly as planned, does that mean the plan from the start was to…"
582,"DIFFERENCES b/n her post &amp; mine 

She’s screaming for #Ukraine. 
I am screaming for #Tigray. 

The world responded… https://t.co/B2dsetwIdc"
583,"RT @wef: #Ukraine is known as 'Europe's bread basket' - but its farmers are struggling to work. 

Learn more about the crisis: https://t.co…"
584,"#Маріуполь #Київ #Львів #харків
#UKRAINE #Україна #CloseTheSky
#NoFlyZone #NUCLEAR #TERRORISM #WAR
#EU #NATO #US… https://t.co/Huu73XMGHl"
585,The way the invasion of Ukraine has gone has made me suspect there's a movie to be made about WWII Soviet logistics… https://t.co/hsZiaCDQgB
586,Russian activists sign open letter calling for end to war in Ukraine https://t.co/wycGNX770N
587,RT @BrexitBuster: I see the blood-soaked Kremlin Gremlin is now whining on about ‘cancel culture’. As if he and his Hitlerite stormtroopers…
588,"@_miniszterelnok ⚠️In the memory of Holocaust victims you have a monument ""Shoes on the Danube bank"" and u guysknow… https://t.co/qm78GMrILv"
589,"RT @DefenceU: 💬@ZelenskyyUa:
Ukraine was beautiful. But now it will be great, because of our people. Glorious Ukraine. Great project for re…"
590,"RT @kylegriffin1: The World Trade Organization has denied Belarus' application to become a member, citing the county's involvement in Russi…"
591,"@LindseyGrahamSC As Ukraine burns, Republicans still seek to hobble our government and put a despot like Putin in t… https://t.co/VO8ABYgxAm"
592,RT @colonelhomsi: A man drove from France to Germany with a strong feeling that he was in Ukraine. Just look the number of flags along the…
593,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
594,RT @oleksiireznikov: Had a friendly discussion with my colleague from New Zealand #DefMin  @PeeniHenare. The conversation was very practica…
595,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
596,"RT @meatballsubzero: We have now entered the twilight zone:
A demonstration in support of Russian servicemen and special operations in Ukra…"
597,"RT @foxnewsradio: When it comes to America's approach to the war on #Ukraine, @SenRonJohnson (R-WI) is sharing what he thinks the U.S. shou…"
598,"RT @AnIllicitWriter: Ukraine's President Volodymyr Zelenskyy delivers an impassioned statement in English, urging people around the world t…"
599,@TheAfrican_Hub Putin this is so true and they come back feigning friendship not that we support your invasion of U… https://t.co/MupUkoW7dj
600,"RT @anchalvohra: OPEC+ is next meeting at the end of this month and is expected to take stock of the
situation to decide on oil output. But…"
601,"RT @domenicadelia22: Biden is acknowledging during a press conference in Brussels yesterday, that food shortages will hit the World! He sai…"
602,"RT @bbclysedoucet: ""This rhetoric is factually wrong..."" We're often asked about Nazis in #Ukraine... Ros and his great team including @4nn…"
603,RT @claudia80001725: @LauraMex Mr Ken!!   We are so sorry !!   😞.        MEXICO does not want to be friends of Rusia !  We stand with Ukrai…
604,RT @CGTNOfficial: Turkish President Recep Tayyip Erdogan said on Friday that Turkey will not join sanctions against Russia as it cannot all…
605,"RT @JSaryuszWolski: „US, G7 freeze Russian gold amid Ukraine war”
⬇️ https://t.co/nPSMXc0FHM"
606,"RT @RenPelt: @SamRamani2 How soon they forget Stalin. Ukraine remembers, so they fight."
607,@SujitKu78917569 @moneycontrolcom The way to end the war is Ukraine to surrender that’s what nato should understand… https://t.co/frMdx4uUTo
608,"RT @TobySolo2: 1/2
It seems the Russian invasion of Ukraine has been very humanitarian!
After all most Ukrainians still receive electricity…"
609,RT @rsiren2: I am now finally a part of the Ukrainian foreign legion. From Finnish reservist Lt. to UA recruit. People from all over the wo…
610,@KyivIndependent Russia sending new troops to Ukraine: https://t.co/c0MUuqnnh8
611,"RT @RememberMeYeah: @POTUS Biden, might I suggest a truly deserving person to receive the Medal of Freedom? @chefjoseandres is a true human…"
612,"@will_b_l8 @DoogTeej @mchastain81 @olgatokariuk However, it chose to go into Kosovo in 1999, Afghanistan in 2001 an… https://t.co/EoQv1Iu4iL"
613,"RT @richimedhurst: They deleted it but I kept a screenshot.

The Ukrainian government actually posted this picture, acting like Ukraine has…"
614,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
615,RT @itsJeffTiedrich: what kind of shithole party calls for more aid for Ukraine and then votes down more aid for Ukraine
616,"RT @PointPay1: Hello, PointPay community! 
 
We'd like to announce the latest interview of @VladimirKard with @CoinDesk, where he speaks ab…"
617,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
618,RT @BrexitBuster: I see the blood-soaked Kremlin Gremlin is now whining on about ‘cancel culture’. As if he and his Hitlerite stormtroopers…
619,"RT @airwars: For 7 years Airwars has tracked the civilian toll of Russian actions in Syria. 

The brutal tactics - starving rebel areas, ta…"
620,"RT @POLITICOEurope: Sources say Bono's new song about the invasion of Ukraine may be the secret weapon the West has needed all along.
https…"
621,RT @ignaziocassis: Glad to meet with Prime Minister @MorawieckiM in #Warsaw 🇵🇱 Impressive solidarity with refugees from #Ukraine. Grateful…
622,"RT @UAWeapons: #Ukraine: Claimed video of a Ukrainian ATGM striking a Russian vehicle somewhere in the South. Unfortunately, ID is very dif…"
623,Our very own Dr. Autumn Lockwood Payton (lecturer of political science @univofdayton) had an article published by t… https://t.co/SNR6w0jFwq
624,"Explaining the Faith - Ukraine, Russia, Fatima: What Is Heaven Telling Us? https://t.co/qg5NgFfz4K via @YouTube"
625,RT @GDarkconrad: Today all intelligence flights are concentrated in the South of #Ukraine. https://t.co/AvIY0d7F2c
626,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
627,"RT @tribelaw: “Meanwhile, the best way to undermine Russia’s military is by limiting access to technology.”
https://t.co/OswyXkYoXN"
628,"RT @richimedhurst: They deleted it but I kept a screenshot.

The Ukrainian government actually posted this picture, acting like Ukraine has…"
629,"@Fight_Alphabet @wiremother @NPR Ummm No 

Kamala Harris is on record telling Ukraine they should apply to NATO 3 d… https://t.co/e1WalQaQEL"
630,@RVCJ_FB These MFs Porkis are trying their best to spoil IPL carnival. Even our Govt. is helping them to evacuate f… https://t.co/F8Sg55kBvp
631,"@ICRC Why did you sponsor the terrorists in russia???
Why do you sponsor the war in Ukraine???"
632,"RT @JoeBiden: NATO has never been more united than it is today. 

Putin is getting exactly the opposite of what he intended to have as a co…"
633,"RT @UAWeapons: #Ukraine: Local fighters (claimed to be behind Russian lines) destroyed a Russian supply truck, capturing one soldier. https…"
634,"RT @MaxBlumenthal: Three days before the theater incident, Ukraine's govt said Russia shelled a Turkish-built mosque full of civilians in M…"
635,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
636,"RT @UAWeapons: #Ukraine: Another Russian Iveco LMV ""Rys"" infantry mobility vehicle was destroyed by the Ukrainian forces. Location and date…"
637,"RT @Macfarla4Julian: March 25: My Predictions Come True https://t.co/LxamnndqZS  As you can see, Russia is on schedule to encircle most of…"
638,"RT @FortniteGame: As of today, we’ve raised $50 million USD together in humanitarian relief funds to support people affected by the war in…"
639,@oyinloye_s How much is unmasked in Warfront at Ukraine? 😒
640,"I mean, I agree with the headline for once at least. 

https://t.co/bynd4gIquh"
641,"RT @w0ng_again: journalist Oksana Baulina,
independent news website for “The Insider”
Her last tweet was 13hrs ago before she was killed fr…"
642,RT @mcwarthog: The Ukraine Invasion will be Russia's Brexit.... https://t.co/rgHo1P7041
643,RT @DmytroKuleba: Spoke with my Italian counterpart and friend @luigidimaio. We both share the urgency of elevating sanctions pressure on R…
644,@ReddenP After their defeat at the hands of Ukraine they will!
645,RT @SamRamani2: The Kremlin is justifying the Ukraine war to its own people by linking it to patriotic values (conservatism and illiberalis…
646,RT @Hromadske: Russia sends new military units to Belarus. Also the enemy builds up the fleet with new ships in the Azov Sea —  General Sta…
647,RT @JimmySecUK: Semi serious question: has anyone asked him if he'll pull his troops out of Ukraine if we just give him a weekly column in…
648,"RT @FoxNews: Ed Sheeran, Camila Cabello, and more stars to perform at 'Concert for Ukraine' https://t.co/ffk1vjQARn"
649,"RT @CatEyezGreen_: Kharkiv:An army that didn't fail &amp; an army that failed to win. Russia stumbles,Ukraine stands firm. Defying all expectat…"
650,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
651,"RT @DefenceU: If Russia had known what it would face in Ukraine, it would have definitely been afraid to come here - address by President @…"
652,"RT @AJEnglish: Russian author Boris Akunin speaks to Al Jazeera on the war, the cancellation of Russian culture and a post-Putin future htt…"
653,RT @ariehkovler: Ukrainian refugee Valentyna Veretska was the winning woman of the Jerusalem marathon this morning. She is now living in Po…
654,"RT @ebchristen: @RichardHaass @carlquintanilla It's all one war.

Jan 6th was a Putin funded echo of Maidan, Ukraine protests.

The groups…"
655,"RT @richimedhurst: They deleted it but I kept a screenshot.

The Ukrainian government actually posted this picture, acting like Ukraine has…"
656,"RT @JSaryuszWolski: „US, G7 freeze Russian gold amid Ukraine war”
⬇️ https://t.co/nPSMXc0FHM"
657,"@_miniszterelnok ❗️In the memory of Holocaust victims you have a monument ""Shoes on the Danube bank"" and u guysknow… https://t.co/Qejf4aFtuW"
658,BlackRock CEO: War in Ukraine will accelerate crypto adaptation  #crypto #ukraine
659,#LondonStandsWithUkraine is a chance for Londoners to join together and show solidarity with the people of Ukraine.… https://t.co/mOAMuInvu0
660,"RT @ipacglobal: British, Lithuanian MPs: Defending Ukraine is defending Taiwan | CNA News

#IPAC 🇱🇹🇬🇧members @DSakaliene @ZygisPavilionis @…"
661,RT @OKnox: How far has Biden gone in helping Ukraine? And where would you draw the line? An interactive by @byamberphillips &amp; @madisonlynwa…
662,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
663,"A win for Ukraine is a win for NATO and each individual country who is a member thereof.

@NATO @POTUS… https://t.co/ElwY0gueWK"
664,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
665,"RT @kylegriffin1: Ukraine's navy says it has destroyed Russia's large landing ship Orsk, near the port city of Berdyansk."
666,RT @Jonathan_K_Cook: More wisdom on Ukraine distilled into this 20 mins from Yanis Varoufakis than you're likely to find anywhere else on t…
667,"RT @nytimes: An estimated 300 people were killed in Russia’s attack last week on a theater in Mariupol, Ukraine, local officials said.

“Th…"
668,"RT @NPRKelly: Connecting through Munich airport. Every time I land in the EU, I think of how many countries are desperate to join (includin…"
669,"RT @olgatokariuk: 11-year-old Ukrainian gymnast Katya Dyachenko died as a result of Russian bombing of Mariupol. 
How many more Ukrainian c…"
670,"RT @Dimi: Admiral John Aquilino, head of Indo-Pacific command, on the real Chinese threat to Taiwan:  
“I don’t think anyone five months ag…"
671,RT @Sadda01118654: While the world continues to focus on #Ukraine millions are silently suffering in #Tigray. The IC must recognise #Tigray…
672,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
673,"RT @ProfSJPrince: My colleague, Prof. Dermot Groome, fmr war crimes prosecutor, created this excellent resource with training videos for pr…"
674,"RT @IAPonomarenko: Writing a story to sum up the first month of all-out hostilities in Ukraine… hopefully, that will to spell the end to “h…"
675,RT @trtworld: Here is how Russia’s attack on Ukraine has worsened the already disastrous food crisis in Somalia https://t.co/ImK2DKKYF3
676,RT @BBCTimFranks: BREAKING: confirmation from a Mariupol official of what would be the single worst loss of life in the Ukraine war so far…
677,RT @DmytroKuleba: Spoke with my Italian counterpart and friend @luigidimaio. We both share the urgency of elevating sanctions pressure on R…
678,"RT @JoeBiden: NATO has never been more united than it is today. 

Putin is getting exactly the opposite of what he intended to have as a co…"
679,@business Support #Russia for preventing and sanction #Ukraine for promoting #WW3 in #UkraineRussiaWar
680,"RT @iammoteh: When I tell my daughter about war, I can spare her the terrifying details. 

It breaks my heart to think of all the children…"
681,"RT @RNCResearch: Today Biden again said that sanctions would not “deter” Putin from invading Ukraine. 
 
His administration said the EXACT…"
682,"RT @Maria_K_G_: @RepDavidTrone Dear David, please contact Biden for financial support of the Armed Forces and Air Defense of Ukraine.  Ukra…"
683,"RT @ClaireParkerDC: Half of Ukraine's children have been forced from their homes, according to UNICEF. Children's advocates are warning of…"
684,RT @ESPNFC: Hector Bellerin explains why he's been silent on the war in Ukraine. https://t.co/Vluiz2edB3
